Direct,MinPrice,OutboundLeg,QuoteDateTime,QuoteId,CarrierIds,DepartureDate,DestinationId,OriginId
False,380.0,"{'CarrierIds': [851], 'OriginId': 81665, 'DestinationId': 56615, 'DepartureDate': '2019-12-01T00:00:00'}",2019-07-24T19:02:00,1,[851],2019-12-01T00:00:00,56615,81665
False,467.0,"{'CarrierIds': [851], 'OriginId': 81665, 'DestinationId': 56615, 'DepartureDate': '2019-12-02T00:00:00'}",2019-07-25T19:24:00,2,[851],2019-12-02T00:00:00,56615,81665
True,621.0,"{'CarrierIds': [952], 'OriginId': 81665, 'DestinationId': 56615, 'DepartureDate': '2019-12-02T00:00:00'}",2019-07-25T19:24:00,3,[952],2019-12-02T00:00:00,56615,81665
False,381.0,"{'CarrierIds': [851], 'OriginId': 81665, 'DestinationId': 56615, 'DepartureDate': '2019-12-03T00:00:00'}",2019-07-23T19:05:00,4,[851],2019-12-03T00:00:00,56615,81665
False,386.0,"{'CarrierIds': [851], 'OriginId': 81665, 'DestinationId': 56615, 'DepartureDate': '2019-12-04T00:00:00'}",2019-07-23T19:06:00,5,[851],2019-12-04T00:00:00,56615,81665
True,619.0,"{'CarrierIds': [952], 'OriginId': 81665, 'DestinationId': 56615, 'DepartureDate': '2019-12-04T00:00:00'}",2019-07-23T19:06:00,6,[952],2019-12-04T00:00:00,56615,81665
False,385.0,"{'CarrierIds': [851], 'OriginId': 81665, 'DestinationId': 56615, 'DepartureDate': '2019-12-05T00:00:00'}",2019-07-24T11:38:00,7,[851],2019-12-05T00:00:00,56615,81665
False,386.0,"{'CarrierIds': [851], 'OriginId': 81665, 'DestinationId': 56615, 'DepartureDate': '2019-12-08T00:00:00'}",2019-07-25T07:38:00,8,[851],2019-12-08T00:00:00,56615,81665
False,384.0,"{'CarrierIds': [851], 'OriginId': 81665, 'DestinationId': 56615, 'DepartureDate': '2019-12-09T00:00:00'}",2019-07-23T20:21:00,9,[851],2019-12-09T00:00:00,56615,81665
False,785.0,"{'CarrierIds': [851], 'OriginId': 81665, 'DestinationId': 56615, 'DepartureDate': '2019-12-10T00:00:00'}",2019-07-23T23:43:00,10,[851],2019-12-10T00:00:00,56615,81665
False,892.0,"{'CarrierIds': [1276], 'OriginId': 81665, 'DestinationId': 56615, 'DepartureDate': '2019-12-12T00:00:00'}",2019-07-21T20:23:00,11,[1276],2019-12-12T00:00:00,56615,81665
False,788.0,"{'CarrierIds': [1530], 'OriginId': 81665, 'DestinationId': 56615, 'DepartureDate': '2019-12-13T00:00:00'}",2019-07-23T13:35:00,12,[1530],2019-12-13T00:00:00,56615,81665
True,979.0,"{'CarrierIds': [952], 'OriginId': 81665, 'DestinationId': 56615, 'DepartureDate': '2019-12-13T00:00:00'}",2019-07-23T13:34:00,13,[952],2019-12-13T00:00:00,56615,81665
False,799.0,"{'CarrierIds': [851], 'OriginId': 81665, 'DestinationId': 56615, 'DepartureDate': '2019-12-14T00:00:00'}",2019-07-25T19:04:00,14,[851],2019-12-14T00:00:00,56615,81665
True,979.0,"{'CarrierIds': [952], 'OriginId': 81665, 'DestinationId': 56615, 'DepartureDate': '2019-12-14T00:00:00'}",2019-07-21T22:27:00,15,[952],2019-12-14T00:00:00,56615,81665
False,772.0,"{'CarrierIds': [1793], 'OriginId': 81665, 'DestinationId': 56615, 'DepartureDate': '2019-12-15T00:00:00'}",2019-07-21T18:10:00,16,[1793],2019-12-15T00:00:00,56615,81665
True,981.0,"{'CarrierIds': [952], 'OriginId': 81665, 'DestinationId': 56615, 'DepartureDate': '2019-12-15T00:00:00'}",2019-07-21T18:10:00,17,[952],2019-12-15T00:00:00,56615,81665
False,766.0,"{'CarrierIds': [1793], 'OriginId': 81665, 'DestinationId': 56615, 'DepartureDate': '2019-12-16T00:00:00'}",2019-07-21T18:10:00,18,[1793],2019-12-16T00:00:00,56615,81665
True,981.0,"{'CarrierIds': [952], 'OriginId': 81665, 'DestinationId': 56615, 'DepartureDate': '2019-12-16T00:00:00'}",2019-07-21T18:10:00,19,[952],2019-12-16T00:00:00,56615,81665
